Provider,PotentialFraud,Inpatient_BeneID_nunique,Inpatient_ClaimID_count,Inpatient_InscClaimAmtReimbursed_sum,Inpatient_InscClaimAmtReimbursed_mean,Inpatient_InscClaimAmtReimbursed_max,Inpatient_Total_Procedures_sum,Inpatient_Total_Procedures_mean,Inpatient_Total_Procedures_max,Inpatient_AttendingPhysician_nunique,Inpatient_OperatingPhysician_nunique,Outpatient_BeneID_nunique,Outpatient_ClaimID_count,Outpatient_InscClaimAmtReimbursed_sum,Outpatient_InscClaimAmtReimbursed_mean,Outpatient_InscClaimAmtReimbursed_max,Outpatient_Total_Procedures_sum,Outpatient_Total_Procedures_mean,Outpatient_Total_Procedures_max,Outpatient_AttendingPhysician_nunique,Outpatient_OperatingPhysician_nunique,Bene_Age,Bene_ChronicCond_Alzheimer,Bene_ChronicCond_Heartfailure,Bene_ChronicCond_Cancer,Bene_ChronicCond_Diabetes,Bene_ChronicCond_KidneyDisease,Bene_ChronicCond_ObstrPulmonary,Bene_ChronicCond_Depression,Bene_ChronicCond_IschemicHeart,Bene_ChronicCond_Osteoporasis,Bene_ChronicCond_rheumatoidarthritis,Bene_ChronicCond_stroke
PRV52182,No,5.0,5.0,29000.0,5800.0,11000.0,3.0,0.6,2.0,1.0,1.0,51.0,104.0,34620.0,332.88461538461536,2800.0,0.0,0.0,0.0,7.0,6.0,91.18518518518519,1.7592592592592593,1.2962962962962963,1.8518518518518519,1.4074074074074074,1.5925925925925926,1.7037037037037037,1.6296296296296295,1.2592592592592593,1.7962962962962963,1.7592592592592593,1.962962962962963
PRV52184,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,2960.0,140.95238095238096,1000.0,0.0,0.0,0.0,7.0,3.0,87.95,1.65,1.45,2.0,1.45,1.6,1.7,1.5,1.45,1.8,1.7,1.95
PRV52185,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,68.0,15510.0,228.08823529411765,1700.0,0.0,0.0,0.0,1.0,1.0,87.72222222222223,1.5740740740740742,1.3888888888888888,1.8888888888888888,1.2592592592592593,1.5925925925925926,1.7777777777777777,1.6296296296296295,1.2407407407407407,1.7592592592592593,1.6851851851851851,1.9259259259259258
PRV52186,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,7160.0,174.6341463414634,1500.0,0.0,0.0,0.0,9.0,4.0,91.10526315789474,1.605263157894737,1.4210526315789473,1.9736842105263157,1.3421052631578947,1.736842105263158,1.6842105263157894,1.631578947368421,1.3157894736842106,1.631578947368421,1.763157894736842,1.9473684210526316
PRV52187,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,7440.0,275.55555555555554,2300.0,0.0,0.0,0.0,6.0,4.0,91.64,1.56,1.52,1.96,1.24,1.44,1.64,1.64,1.16,1.52,1.6,1.96
PRV52188,No,13.0,14.0,165000.0,11785.714285714286,57000.0,9.0,0.6428571428571429,3.0,1.0,2.0,19.0,19.0,6080.0,320.0,2000.0,0.0,0.0,0.0,11.0,3.0,89.75,1.5,1.46875,1.84375,1.3125,1.5625,1.59375,1.4375,1.25,1.6875,1.78125,1.90625
PRV52189,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,5890.0,256.0869565217391,2600.0,0.0,0.0,0.0,4.0,1.0,93.95,1.65,1.5,1.85,1.35,1.75,1.75,1.55,1.2,1.6,1.75,2.0
PRV52191,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,8640.0,308.57142857142856,2700.0,0.0,0.0,0.0,17.0,2.0,92.2,1.64,1.4,1.76,1.32,1.6,1.64,1.6,1.24,1.84,1.64,1.88
PRV52192,No,4.0,6.0,49000.0,8166.666666666667,12000.0,3.0,0.5,1.0,1.0,1.0,25.0,26.0,3060.0,117.6923076923077,700.0,0.0,0.0,0.0,13.0,5.0,92.3103448275862,1.5862068965517242,1.5517241379310345,1.8620689655172413,1.2413793103448276,1.5517241379310345,1.6551724137931034,1.5172413793103448,1.1724137931034482,1.793103448275862,1.6551724137931034,1.8620689655172413
PRV52193,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,153.0,28620.0,187.05882352941177,2200.0,0.0,0.0,0.0,1.0,1.0,90.336,1.632,1.384,1.832,1.28,1.568,1.68,1.576,1.216,1.752,1.688,1.856
PRV52195,Yes,10.0,10.0,120000.0,12000.0,43000.0,6.0,0.6,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,1.3,1.0,1.9,1.3,1.6,1.4,1.6,1.1,1.8,1.7,2.0
PRV52196,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2710.0,451.6666666666667,1400.0,0.0,0.0,0.0,2.0,0.0,90.83333333333333,1.6666666666666667,1.5,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.5,1.1666666666666667,1.0,2.0,1.5,1.8333333333333333
PRV52197,No,10.0,10.0,114000.0,11400.0,57000.0,13.0,1.3,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,1.3,1.2,1.7,1.3,1.7,1.5,1.5,1.3,1.7,1.5,1.9
PRV52199,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1080.0,108.0,400.0,0.0,0.0,0.0,4.0,1.0,85.7,1.5,1.5,1.8,1.4,1.6,1.8,1.4,1.3,1.7,1.7,1.8
PRV52200,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,40.0,0.0,0.0,0.0,1.0,0.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
PRV52201,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,450.0,50.0,100.0,0.0,0.0,0.0,1.0,1.0,87.88888888888889,1.4444444444444444,1.2222222222222223,1.7777777777777777,1.2222222222222223,1.4444444444444444,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.7777777777777777,1.7777777777777777,1.7777777777777777
PRV52202,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,50.0,8200.0,164.0,1100.0,0.0,0.0,0.0,2.0,2.0,91.6734693877551,1.653061224489796,1.4081632653061225,1.8775510204081634,1.2040816326530612,1.653061224489796,1.7755102040816326,1.530612244897959,1.2857142857142858,1.5714285714285714,1.6122448979591837,1.9183673469387754
PRV52204,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2590.0,287.77777777777777,1200.0,0.0,0.0,0.0,1.0,1.0,96.0,1.75,1.625,1.5,1.25,1.625,1.625,1.375,1.5,1.5,1.75,2.0
PRV52205,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1120.0,560.0,1100.0,0.0,0.0,0.0,1.0,0.0,73.5,2.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,2.0
PRV52206,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1810.0,362.0,1300.0,0.0,0.0,0.0,2.0,2.0,85.2,1.6,1.6,1.8,1.2,1.6,2.0,1.8,1.4,2.0,1.8,2.0
PRV52208,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,4560.0,350.7692307692308,2000.0,0.0,0.0,0.0,1.0,1.0,93.91666666666667,1.75,1.25,1.8333333333333333,1.3333333333333333,1.5,1.75,1.4166666666666667,1.3333333333333333,1.5,1.5,1.9166666666666667
PRV52209,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4960.0,620.0,2900.0,0.0,0.0,0.0,3.0,1.0,96.125,1.5,1.25,1.875,1.125,1.5,1.625,1.375,1.25,1.625,1.625,2.0
PRV52211,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,130.0,26860.0,206.6153846153846,3300.0,0.0,0.0,0.0,1.0,1.0,91.20967741935483,1.6370967741935485,1.435483870967742,1.8709677419354838,1.2661290322580645,1.5887096774193548,1.7580645161290323,1.6290322580645162,1.2016129032258065,1.7419354838709677,1.6370967741935485,1.9193548387096775
PRV52212,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,13220.0,206.5625,3000.0,0.0,0.0,0.0,2.0,2.0,91.25806451612904,1.6290322580645162,1.435483870967742,1.8709677419354838,1.2903225806451613,1.6935483870967742,1.7419354838709677,1.6451612903225807,1.3064516129032258,1.6774193548387097,1.6774193548387097,1.9516129032258065
PRV52213,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,590.0,84.28571428571429,200.0,0.0,0.0,0.0,3.0,0.0,99.0,1.7142857142857142,1.5714285714285714,2.0,1.1428571428571428,1.5714285714285714,1.8571428571428572,1.7142857142857142,1.2857142857142858,1.8571428571428572,1.7142857142857142,2.0
PRV52214,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,47.0,12680.0,269.78723404255317,2600.0,0.0,0.0,0.0,1.0,1.0,92.23255813953489,1.697674418604651,1.441860465116279,1.9534883720930232,1.186046511627907,1.6046511627906976,1.6511627906976745,1.5116279069767442,1.255813953488372,1.6744186046511629,1.8372093023255813,1.9534883720930232
PRV52216,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,4940.0,329.3333333333333,3300.0,0.0,0.0,0.0,2.0,1.0,90.35714285714286,1.9285714285714286,1.2142857142857142,1.8571428571428572,1.2142857142857142,1.5,1.6428571428571428,1.4285714285714286,1.2142857142857142,1.8571428571428572,1.8571428571428572,1.7142857142857142
PRV52217,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,520.0,104.0,400.0,0.0,0.0,0.0,3.0,2.0,91.0,1.75,1.25,2.0,1.25,2.0,1.75,1.5,1.0,1.75,1.5,2.0
PRV52218,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1660.0,207.5,900.0,0.0,0.0,0.0,1.0,1.0,87.0,1.75,1.5,2.0,1.625,1.625,1.875,1.375,1.125,1.75,1.75,2.0
PRV52219,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2780.0,695.0,2100.0,0.0,0.0,0.0,2.0,1.0,86.0,2.0,1.0,1.75,1.0,1.25,1.75,1.5,1.25,2.0,1.75,2.0
PRV52220,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2200.0,183.33333333333334,900.0,0.0,0.0,0.0,2.0,1.0,83.41666666666667,1.5,1.3333333333333333,1.6666666666666667,1.1666666666666667,1.5833333333333333,1.3333333333333333,1.25,1.0,1.5,1.4166666666666667,2.0
PRV52221,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,67.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
PRV52222,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,54.0,16920.0,313.3333333333333,3100.0,0.0,0.0,0.0,1.0,1.0,91.34615384615384,1.5,1.4615384615384615,1.7884615384615385,1.5,1.6538461538461537,1.7115384615384615,1.6538461538461537,1.2692307692307692,1.6730769230769231,1.7692307692307692,1.9038461538461537
PRV52224,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,10100.0,246.34146341463415,3300.0,0.0,0.0,0.0,3.0,3.0,86.28571428571429,1.6571428571428573,1.5714285714285714,1.8,1.2285714285714286,1.6571428571428573,1.6285714285714286,1.5714285714285714,1.2,1.7428571428571429,1.6571428571428573,1.9428571428571428
PRV52225,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,840.0,140.0,400.0,0.0,0.0,0.0,2.0,1.0,91.0,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.5,1.6666666666666667,1.8333333333333333,1.5,1.5,1.6666666666666667,1.8333333333333333,1.8333333333333333
PRV52226,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,50.0,90.0,0.0,0.0,0.0,1.0,0.0,84.5,1.5,1.5,2.0,1.5,2.0,2.0,1.5,1.0,2.0,2.0,2.0
PRV52227,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5560.0,794.2857142857143,2400.0,0.0,0.0,0.0,2.0,1.0,96.83333333333333,1.6666666666666667,1.5,2.0,1.5,1.3333333333333333,1.8333333333333333,1.6666666666666667,1.0,2.0,1.8333333333333333,1.6666666666666667
PRV52228,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2400.0,300.0,1800.0,0.0,0.0,0.0,2.0,0.0,99.25,1.625,1.25,1.75,1.25,1.25,2.0,1.5,1.125,1.875,1.875,2.0
PRV52229,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,370.0,33.63636363636363,80.0,0.0,0.0,0.0,1.0,0.0,94.0909090909091,1.5454545454545454,1.4545454545454546,1.7272727272727273,1.5454545454545454,1.5454545454545454,1.7272727272727273,1.7272727272727273,1.1818181818181819,1.7272727272727273,1.5454545454545454,1.8181818181818181
PRV52230,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,43.0,15100.0,351.16279069767444,3200.0,0.0,0.0,0.0,2.0,1.0,91.26666666666667,1.5333333333333334,1.3333333333333333,1.9333333333333333,1.0666666666666667,1.8,1.8,1.6,1.0666666666666667,1.6666666666666667,1.7333333333333334,1.9333333333333333
PRV52231,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3980.0,663.3333333333334,3300.0,0.0,0.0,0.0,2.0,1.0,94.0,1.5,1.5,1.5,1.5,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.8333333333333333
PRV52232,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,640.0,160.0,500.0,0.0,0.0,0.0,1.0,1.0,92.5,1.75,2.0,1.75,1.75,2.0,2.0,1.75,1.25,1.75,1.75,2.0
PRV52233,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,216.0,63540.0,294.1666666666667,8050.0,0.0,0.0,0.0,2.0,1.0,88.92307692307692,1.6282051282051282,1.4807692307692308,1.858974358974359,1.3333333333333333,1.6153846153846154,1.6923076923076923,1.564102564102564,1.2628205128205128,1.7115384615384615,1.7628205128205128,1.9423076923076923
PRV52235,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,970.0,485.0,900.0,0.0,0.0,0.0,1.0,0.0,83.0,2.0,1.0,1.5,1.0,1.5,2.0,2.0,1.0,2.0,1.5,2.0
PRV52236,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,5780.0,412.85714285714283,1800.0,0.0,0.0,0.0,3.0,1.0,90.84615384615384,1.5384615384615385,1.3846153846153846,1.8461538461538463,1.3846153846153846,1.6153846153846154,1.6923076923076923,1.6153846153846154,1.1538461538461537,1.6923076923076923,1.6923076923076923,1.8461538461538463
PRV52237,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,7400.0,194.73684210526315,1700.0,0.0,0.0,0.0,3.0,3.0,90.84210526315789,1.736842105263158,1.368421052631579,1.8421052631578947,1.3157894736842106,1.6842105263157894,1.7105263157894737,1.5263157894736843,1.368421052631579,1.7105263157894737,1.868421052631579,1.9210526315789473
PRV52238,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,1530.0,139.0909090909091,400.0,0.0,0.0,0.0,3.0,3.0,86.1,1.7,1.5,1.9,1.5,1.8,1.7,1.6,1.2,1.8,2.0,1.8
PRV52240,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,25220.0,406.7741935483871,3300.0,0.0,0.0,0.0,5.0,4.0,91.34426229508196,1.6065573770491803,1.4754098360655739,1.8360655737704918,1.2459016393442623,1.6065573770491803,1.721311475409836,1.5245901639344261,1.2131147540983607,1.639344262295082,1.721311475409836,1.8688524590163935
PRV52241,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,5690.0,247.3913043478261,3300.0,0.0,0.0,0.0,4.0,2.0,89.95454545454545,1.7272727272727273,1.4090909090909092,1.7727272727272727,1.2272727272727273,1.5909090909090908,1.7272727272727273,1.6363636363636365,1.2272727272727273,1.5909090909090908,1.5909090909090908,1.8636363636363635
PRV52242,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,13600.0,438.7096774193548,3300.0,0.0,0.0,0.0,2.0,2.0,91.5,1.7333333333333334,1.5666666666666667,1.7666666666666666,1.3666666666666667,1.8333333333333333,1.7666666666666666,1.6333333333333333,1.3666666666666667,1.7,1.6333333333333333,1.9333333333333333
PRV52246,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,67.0,26510.0,395.67164179104475,3300.0,0.0,0.0,0.0,2.0,2.0,86.14893617021276,1.5319148936170213,1.446808510638298,1.851063829787234,1.2765957446808511,1.6382978723404256,1.574468085106383,1.6382978723404256,1.297872340425532,1.6808510638297873,1.6595744680851063,1.8936170212765957
PRV52247,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,49.0,10890.0,222.24489795918367,2800.0,0.0,0.0,0.0,3.0,2.0,89.0,1.6041666666666667,1.4791666666666667,1.7916666666666667,1.2708333333333333,1.5833333333333333,1.75,1.6875,1.25,1.6666666666666667,1.6458333333333333,1.875
PRV52248,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,12750.0,531.25,3300.0,0.0,0.0,0.0,2.0,2.0,90.9047619047619,1.6666666666666667,1.4285714285714286,1.9523809523809523,1.2380952380952381,1.5238095238095237,1.619047619047619,1.619047619047619,1.1904761904761905,1.619047619047619,1.6666666666666667,1.9523809523809523
PRV52249,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,25480.0,542.1276595744681,3300.0,0.0,0.0,0.0,3.0,3.0,93.90243902439025,1.5609756097560976,1.3902439024390243,1.7804878048780488,1.2682926829268293,1.3414634146341464,1.7560975609756098,1.5853658536585367,1.2439024390243902,1.7073170731707317,1.7804878048780488,1.8780487804878048
PRV52251,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,270.0,67.5,100.0,0.0,0.0,0.0,2.0,0.0,75.75,2.0,1.75,1.75,1.0,1.25,1.5,1.0,1.0,2.0,1.75,1.75
PRV52252,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2130.0,81.92307692307692,500.0,0.0,0.0,0.0,2.0,1.0,92.6923076923077,1.5384615384615385,1.2307692307692308,1.8076923076923077,1.3076923076923077,1.5,1.6538461538461537,1.6153846153846154,1.2307692307692308,1.7692307692307692,1.6923076923076923,1.8461538461538463
PRV52253,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,80.0,0.0,0.0,0.0,1.0,1.0,93.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
PRV52254,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,3960.0,127.74193548387096,1100.0,0.0,0.0,0.0,1.0,1.0,89.93333333333334,1.6666666666666667,1.4,1.8666666666666667,1.3666666666666667,1.7,1.7333333333333334,1.7333333333333334,1.3666666666666667,1.6,1.5333333333333334,1.9666666666666666
PRV52255,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,720.0,72.0,200.0,0.0,0.0,0.0,1.0,1.0,90.14285714285714,1.5714285714285714,1.2857142857142858,1.8571428571428572,1.2857142857142858,1.5714285714285714,1.4285714285714286,1.7142857142857142,1.0,1.5714285714285714,1.8571428571428572,2.0
PRV52256,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.0,88.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
PRV52257,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,4440.0,296.0,2100.0,0.0,0.0,0.0,1.0,1.0,87.42857142857143,1.8571428571428572,1.4285714285714286,1.8571428571428572,1.2857142857142858,1.5,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.5714285714285714,1.5714285714285714,1.9285714285714286
PRV52260,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,63.0,12880.0,204.44444444444446,2500.0,0.0,0.0,0.0,3.0,4.0,91.93548387096774,1.564516129032258,1.5483870967741935,1.8709677419354838,1.3709677419354838,1.7741935483870968,1.7580645161290323,1.6612903225806452,1.3709677419354838,1.7903225806451613,1.6935483870967742,1.8709677419354838
PRV52261,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,200.0,0.0,0.0,0.0,1.0,1.0,89.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
PRV52262,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,112.0,27840.0,248.57142857142858,3300.0,0.0,0.0,0.0,2.0,2.0,90.8913043478261,1.5869565217391304,1.5326086956521738,1.8369565217391304,1.358695652173913,1.6195652173913044,1.673913043478261,1.5108695652173914,1.2826086956521738,1.673913043478261,1.7065217391304348,1.9021739130434783
PRV52263,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,630.0,210.0,400.0,0.0,0.0,0.0,2.0,2.0,89.66666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667
PRV52264,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,4420.0,176.8,1100.0,0.0,0.0,0.0,2.0,1.0,93.85714285714286,1.7619047619047619,1.619047619047619,1.8095238095238095,1.4285714285714286,1.4761904761904763,1.5238095238095237,1.6666666666666667,1.3333333333333333,1.619047619047619,1.5238095238095237,1.9523809523809523
PRV52265,No,27.0,30.0,260000.0,8666.666666666666,31000.0,20.0,0.6666666666666666,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.44444444444444,1.4074074074074074,1.1851851851851851,1.7037037037037037,1.1481481481481481,1.4814814814814814,1.5185185185185186,1.3333333333333333,1.0740740740740742,1.5925925925925926,1.5555555555555556,1.7407407407407407
PRV52266,No,30.0,37.0,460400.0,12443.243243243243,57000.0,28.0,0.7567567567567568,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6,1.4333333333333333,1.3,1.7,1.0666666666666667,1.2333333333333334,1.5666666666666667,1.3666666666666667,1.1,1.6,1.5333333333333334,1.9333333333333333
PRV52267,No,10.0,10.0,78900.0,7890.0,15000.0,11.0,1.1,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4,1.6,1.4,1.6,1.5,1.4,1.5,1.3,1.1,1.8,1.5,1.9
PRV52271,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3760.0,197.89473684210526,1900.0,0.0,0.0,0.0,1.0,1.0,89.0,1.5263157894736843,1.4210526315789473,1.736842105263158,1.263157894736842,1.631578947368421,1.736842105263158,1.7894736842105263,1.2105263157894737,1.4736842105263157,1.6842105263157894,1.9473684210526316
PRV52272,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4210.0,526.25,3300.0,0.0,0.0,0.0,1.0,0.0,96.0,1.375,1.5,1.625,1.25,1.25,1.625,1.625,1.375,1.625,1.625,2.0
PRV52273,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4380.0,398.1818181818182,2700.0,0.0,0.0,0.0,8.0,2.0,85.0,1.5454545454545454,1.2727272727272727,1.9090909090909092,1.0909090909090908,1.3636363636363635,1.2727272727272727,1.4545454545454546,1.1818181818181819,1.8181818181818181,1.6363636363636365,1.5454545454545454
PRV52274,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.0,7800.0,205.26315789473685,1200.0,0.0,0.0,0.0,2.0,2.0,93.76470588235294,1.6470588235294117,1.2352941176470589,2.0,1.2352941176470589,1.588235294117647,1.7647058823529411,1.6470588235294117,1.2352941176470589,1.7647058823529411,1.588235294117647,1.8823529411764706
PRV52275,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,101.0,27220.0,269.5049504950495,3300.0,0.0,0.0,0.0,1.0,1.0,89.6842105263158,1.7017543859649122,1.368421052631579,1.8421052631578947,1.3157894736842106,1.5263157894736843,1.736842105263158,1.5614035087719298,1.263157894736842,1.5263157894736843,1.6666666666666667,1.9298245614035088
PRV52276,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,68.0,17750.0,261.02941176470586,2300.0,0.0,0.0,0.0,1.0,1.0,90.58064516129032,1.7096774193548387,1.4516129032258065,1.7903225806451613,1.2580645161290323,1.6451612903225807,1.7258064516129032,1.7258064516129032,1.2903225806451613,1.6290322580645162,1.6612903225806452,1.8709677419354838
PRV52278,No,16.0,16.0,235000.0,14687.5,57000.0,9.0,0.5625,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0625,1.4375,1.25,1.8125,1.25,1.5625,1.375,1.625,1.0,1.6875,1.5,1.6875
PRV52279,No,76.0,82.0,783000.0,9548.780487804877,57000.0,47.0,0.573170731707317,3.0,2.0,2.0,1.0,1.0,300.0,300.0,300.0,0.0,0.0,0.0,1.0,0.0,87.75324675324676,1.4155844155844155,1.2597402597402598,1.7792207792207793,1.1168831168831168,1.4025974025974026,1.4935064935064934,1.3636363636363635,1.051948051948052,1.6233766233766234,1.6103896103896105,1.8571428571428572
